,group,numbers
4076,"('BaseExcess', 'pH', 'PaCO2', 'Hct', 'Hgb', 'PTT', 'Fibrinogen', 'Platelets')",1
4077,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4078,"('HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC')",1
4079,"('HCO3', 'BUN', 'Creatinine', 'Magnesium', 'Phosphate', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
4080,"('HCO3', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'PTT', 'Platelets')",1
4081,"('FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4082,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Glucose', 'Lactate', 'Magnesium', 'Hct', 'Hgb', 'WBC')",1
4083,"('Calcium', 'Chloride', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'PTT')",1
4084,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Hct', 'Hgb', 'WBC')",1
4085,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4086,"('HCO3', 'FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4087,"('HCO3', 'FiO2', 'pH', 'PaCO2', 'Calcium', 'Chloride', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
4088,"('HCO3', 'FiO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
4089,"('HCO3', 'FiO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'Hct', 'PTT', 'Platelets')",1
4090,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4091,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4092,"('BaseExcess', 'pH', 'PaCO2', 'Calcium', 'Magnesium', 'Potassium', 'PTT')",1
4093,"('HCO3', 'FiO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'PTT', 'Platelets')",1
4094,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT')",1
4095,"('FiO2', 'Creatinine', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
4096,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT')",1
4097,"('HCO3', 'FiO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Magnesium', 'Potassium')",1
4098,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Hct', 'Hgb', 'PTT')",1
4099,"('pH', 'PaCO2', 'Chloride', 'Potassium', 'Hct', 'Hgb')",1
4100,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
4101,"('pH', 'Calcium', 'Magnesium', 'Phosphate', 'Potassium', 'Hct')",1
4102,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT')",1
4103,"('FiO2', 'pH', 'BUN', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",1
4104,"('HCO3', 'FiO2', 'pH', 'BUN', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC')",1
4105,"('BaseExcess', 'FiO2', 'pH', 'Glucose', 'Lactate', 'Platelets')",1
4106,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Fibrinogen')",1
4107,"('HCO3', 'FiO2', 'pH', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4108,"('HCO3', 'pH', 'BUN', 'Chloride', 'Creatinine', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
4109,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Chloride', 'Glucose', 'Magnesium', 'Potassium', 'Hgb')",1
4110,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Platelets')",1
4111,"('BaseExcess', 'pH', 'PaCO2', 'Bilirubin_total', 'PTT', 'Fibrinogen')",1
4112,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Hct', 'PTT')",1
4113,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
4114,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4115,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4116,"('BaseExcess', 'pH', 'PaCO2', 'BUN', 'Creatinine', 'Magnesium', 'Potassium', 'Hct')",1
4117,"('BaseExcess', 'FiO2', 'pH', 'BUN', 'Magnesium', 'Potassium', 'Hct')",1
4118,"('BaseExcess', 'FiO2', 'pH', 'SaO2', 'Glucose', 'Magnesium', 'Potassium', 'Hct')",1
4119,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
4120,"('HCO3', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium')",1
4121,"('Calcium', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'PTT', 'Fibrinogen')",1
4122,"('BaseExcess', 'FiO2', 'pH', 'SaO2', 'Hct', 'PTT')",1
4123,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
4124,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4125,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
4126,"('HCO3', 'pH', 'BUN', 'Chloride', 'Glucose', 'Hct', 'Hgb', 'WBC')",1
4127,"('FiO2', 'pH', 'Glucose', 'Potassium', 'Hgb')",1
4128,"('Bilirubin_direct', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Platelets')",1
4129,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Phosphate', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4130,"('FiO2', 'Magnesium', 'Potassium', 'Hct', 'PTT', 'Platelets')",1
4131,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Phosphate', 'Potassium', 'Bilirubin_total')",1
4132,"('pH', 'Lactate', 'Magnesium', 'Potassium')",1
4133,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Creatinine', 'Glucose', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
4134,"('BaseExcess', 'pH', 'PaCO2', 'BUN', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'PTT')",1
4135,"('HCO3', 'pH', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4136,"('Calcium', 'Magnesium', 'Potassium', 'Hct', 'PTT', 'Fibrinogen', 'Platelets')",1
4137,"('BaseExcess', 'pH', 'PaCO2', 'BUN', 'Creatinine', 'Glucose', 'Magnesium')",1
4138,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Fibrinogen', 'Platelets')",1
4139,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4140,"('HCO3', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Bilirubin_direct', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",1
4141,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Chloride', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
4142,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen')",1
4143,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
4144,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC')",1
4145,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium')",1
4146,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'SaO2', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen')",1
4147,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'Fibrinogen')",1
4148,"('BaseExcess', 'pH', 'SaO2', 'AST', 'Alkalinephos', 'Calcium', 'Lactate', 'Magnesium', 'Phosphate', 'Bilirubin_total', 'PTT')",1
4149,"('AST', 'Alkalinephos', 'Magnesium')",1
4150,"('FiO2', 'SaO2', 'Magnesium')",1
4151,"('pH', 'Magnesium', 'Potassium', 'Hgb')",1
4152,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Platelets')",1
4153,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4154,"('Calcium', 'Creatinine', 'Phosphate', 'Potassium', 'PTT', 'Fibrinogen')",1
4155,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Bilirubin_direct', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4156,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4157,"('HCO3', 'pH', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4158,"('BUN', 'Creatinine', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
4159,"('BUN', 'Creatinine', 'Phosphate', 'Potassium', 'Bilirubin_total', 'PTT', 'Fibrinogen')",1
4160,"('Bilirubin_total', 'Hct', 'Fibrinogen', 'Platelets')",1
4161,"('SaO2', 'Potassium', 'PTT')",1
4162,"('HCO3', 'FiO2', 'SaO2', 'BUN', 'Chloride', 'Hct', 'Hgb', 'WBC')",1
4163,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'PTT', 'WBC', 'Platelets')",1
4164,"('HCO3', 'BUN', 'Calcium', 'Creatinine', 'Magnesium', 'Phosphate', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
4165,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Calcium', 'Magnesium', 'Potassium', 'Hct')",1
4166,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Chloride', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4167,"('pH', 'AST', 'Alkalinephos', 'Bilirubin_direct', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct')",1
4168,"('pH', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate')",1
4169,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
4170,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Hgb', 'PTT')",1
4171,"('Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
4172,"('pH', 'Magnesium', 'Potassium', 'PTT', 'Platelets')",1
4173,"('HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium')",1
4174,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'Chloride', 'Glucose', 'Lactate', 'Potassium')",1
4175,"('BaseExcess', 'HCO3', 'pH', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen')",1
4176,"('FiO2', 'pH', 'Lactate', 'PTT')",1
4177,"('HCO3', 'pH', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
4178,"('FiO2', 'Hct', 'Hgb', 'PTT', 'WBC')",1
4179,"('HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct')",1
4180,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC')",1
4181,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'Calcium', 'Chloride', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct')",1
4182,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct')",1
4183,"('SaO2', 'Creatinine')",1
4184,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct')",1
4185,"('HCO3', 'BUN', 'Calcium', 'Creatinine', 'Phosphate', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
4186,"('FiO2', 'pH', 'SaO2', 'Glucose', 'Magnesium', 'Hct')",1
4187,"('Phosphate', 'Potassium', 'Hct', 'Platelets')",1
4188,"('pH', 'PaCO2', 'SaO2', 'Glucose', 'Hct', 'Hgb', 'PTT')",1
4189,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Bilirubin_total', 'Hct', 'Fibrinogen', 'Platelets')",1
4190,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
4191,"('BaseExcess', 'HCO3', 'pH', 'BUN', 'Chloride', 'Glucose', 'Lactate', 'Hct', 'Hgb', 'WBC')",1
4192,"('BaseExcess', 'pH', 'PaCO2', 'AST', 'Alkalinephos', 'Glucose', 'Bilirubin_total')",1
4193,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'PTT')",1
4194,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Bilirubin_total', 'Hct', 'Hgb')",1
4195,"('HCO3', 'BUN', 'Creatinine', 'Bilirubin_direct', 'Potassium', 'Hct', 'Fibrinogen', 'Platelets')",1
4196,"('HCO3', 'SaO2', 'AST', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
4197,"('BaseExcess', 'pH', 'PaCO2', 'AST', 'Alkalinephos', 'Calcium', 'Magnesium', 'Phosphate', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
4198,"('BaseExcess', 'pH', 'PaCO2', 'AST', 'Alkalinephos', 'Calcium', 'Glucose', 'Magnesium', 'Phosphate', 'Bilirubin_total')",1
4199,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Hct', 'Hgb')",1
4200,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total')",1
4201,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
4202,"('pH', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
4203,"('HCO3', 'Glucose', 'Magnesium', 'Potassium', 'Hct')",1
4204,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
4205,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Glucose', 'Lactate', 'Magnesium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",1
4206,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Bilirubin_direct', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",1
4207,"('Glucose', 'Bilirubin_total', 'Hct', 'Hgb')",1
4208,"('Calcium', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'PTT')",1
4209,"('HCO3', 'pH', 'Glucose', 'Potassium', 'Hct', 'PTT')",1
4210,"('HCO3', 'pH', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Hct')",1
4211,"('BaseExcess', 'HCO3', 'pH', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Hct', 'Hgb', 'WBC')",1
4212,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Glucose', 'Lactate', 'Potassium', 'Fibrinogen')",1
4213,"('BaseExcess', 'pH', 'PaCO2', 'Lactate', 'Potassium', 'Hct', 'PTT', 'Fibrinogen', 'Platelets')",1
4214,"('FiO2', 'Lactate', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",1
4215,"('BaseExcess', 'FiO2', 'pH', 'Lactate', 'Potassium', 'Hct', 'Hgb')",1
4216,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen', 'Platelets')",1
4217,"('FiO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
4218,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Magnesium', 'Phosphate', 'Potassium')",1
4219,"('Chloride', 'Creatinine', 'Magnesium', 'Potassium')",1
4220,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Creatinine', 'Glucose')",1
4221,"('HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
4222,"('BaseExcess', 'FiO2', 'pH', 'Calcium')",1
4223,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'PTT', 'Fibrinogen', 'Platelets')",1
4224,"('AST', 'Alkalinephos', 'Chloride', 'Glucose', 'Magnesium', 'Potassium', 'Bilirubin_total')",1
4225,"('AST', 'Alkalinephos', 'Chloride', 'Magnesium', 'Potassium')",1
4226,"('HCO3', 'FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",1
4227,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4228,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
4229,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Hct')",1
4230,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Fibrinogen')",1
4231,"('HCO3', 'FiO2', 'pH', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",1
4232,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Calcium', 'Magnesium', 'Potassium')",1
4233,"('FiO2', 'pH', 'PaCO2', 'Creatinine', 'Potassium', 'TroponinI')",1
4234,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'PTT', 'Fibrinogen')",1
4235,"('BaseExcess', 'pH', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Fibrinogen')",1
4236,"('HCO3', 'FiO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Magnesium', 'Potassium', 'Hct', 'WBC')",1
4237,"('BaseExcess', 'pH', 'PaCO2', 'Potassium', 'Platelets')",1
4238,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Phosphate', 'TroponinI')",1
4239,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'Chloride', 'Magnesium', 'Phosphate', 'Potassium', 'TroponinI')",1
4240,"('FiO2', 'pH', 'PaCO2', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",1
4241,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'SaO2', 'BUN', 'Chloride', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC')",1
4242,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Creatinine', 'Glucose', 'Lactate', 'Hct', 'Hgb', 'PTT')",1
